id,make_model_trim_id,engine_type,fuel_type,cylinders,size,horsepower_hp,horsepower_rpm,torque_ft_lbs,torque_rpm,valves,valve_timing,cam_type,drive_type,transmission,make_model_trim
49,49,gas,premium unleaded (required),I6,3.0,473,6250.0,406.0,2650.0,24.0,Variable,Double overhead cam (DOHC),rear wheel drive,6-speed manual,"{'id': 49, 'make_model_id': 10, 'year': 2023, 'name': 'M4 Base', 'description': 'M4 2dr Coupe (3.0L 6cyl Turbo 6M)', 'msrp': 74700, 'invoice': 69970, 'created': '2022-08-30T22:19:55-04:00', 'modified': '2022-08-30T22:19:55-04:00', 'make_model': {'id': 10, 'make_id': 3, 'name': '4 Series', 'make': {'id': 3, 'name': 'BMW'}}}"
50,50,gas,premium unleaded (required),I6,3.0,503,6250.0,479.0,2750.0,24.0,Variable,Double overhead cam (DOHC),all wheel drive,8-speed automatic,"{'id': 50, 'make_model_id': 10, 'year': 2023, 'name': 'M4 Competition xDrive', 'description': 'M4 Competition xDrive 2dr Coupe AWD (3.0L 6cyl Turbo 8A)', 'msrp': 82700, 'invoice': 77410, 'created': '2022-08-30T22:19:55-04:00', 'modified': '2022-08-30T22:19:55-04:00', 'make_model': {'id': 10, 'make_id': 3, 'name': '4 Series', 'make': {'id': 3, 'name': 'BMW'}}}"
51,51,gas,premium unleaded (required),I6,3.0,503,6250.0,479.0,2750.0,24.0,Variable,Double overhead cam (DOHC),all wheel drive,8-speed automatic,"{'id': 51, 'make_model_id': 10, 'year': 2023, 'name': 'M4 Competition xDrive', 'description': 'M4 Competition xDrive 2dr Convertible AWD (3.0L 6cyl Turbo 8A)', 'msrp': 89700, 'invoice': 83920, 'created': '2022-08-30T22:19:55-04:00', 'modified': '2022-08-30T22:19:55-04:00', 'make_model': {'id': 10, 'make_id': 3, 'name': '4 Series', 'make': {'id': 3, 'name': 'BMW'}}}"
52,52,gas,premium unleaded (required),I6,3.0,503,6250.0,479.0,2750.0,24.0,Variable,Double overhead cam (DOHC),rear wheel drive,8-speed automatic,"{'id': 52, 'make_model_id': 10, 'year': 2023, 'name': 'M4 Competition', 'description': 'M4 Competition 2dr Coupe (3.0L 6cyl Turbo 8A)', 'msrp': 78600, 'invoice': 73600, 'created': '2022-08-30T22:19:55-04:00', 'modified': '2022-08-30T22:19:55-04:00', 'make_model': {'id': 10, 'make_id': 3, 'name': '4 Series', 'make': {'id': 3, 'name': 'BMW'}}}"
53,53,gas,premium unleaded (required),I4,2.0,255,5000.0,294.0,1550.0,16.0,Variable,Double overhead cam (DOHC),all wheel drive,8-speed shiftable automatic,"{'id': 53, 'make_model_id': 11, 'year': 2023, 'name': '430i xDrive', 'description': '430i xDrive 4dr Sedan AWD (2.0L 4cyl Turbo 8A)', 'msrp': 47900, 'invoice': 45045, 'created': '2022-08-30T22:19:55-04:00', 'modified': '2022-08-30T22:19:55-04:00', 'make_model': {'id': 11, 'make_id': 3, 'name': '4 Series Gran Coupe', 'make': {'id': 3, 'name': 'BMW'}}}"
54,54,gas,premium unleaded (recommended),I6,3.0,335,5000.0,368.0,1600.0,24.0,Variable,Double overhead cam (DOHC),all wheel drive,8-speed shiftable automatic,"{'id': 54, 'make_model_id': 12, 'year': 2023, 'name': '840i xDrive', 'description': '840i xDrive 2dr Convertible AWD (3.0L 6cyl Turbo 8A)', 'msrp': 100000, 'invoice': 93500, 'created': '2022-08-30T22:19:55-04:00', 'modified': '2022-08-30T22:19:55-04:00', 'make_model': {'id': 12, 'make_id': 3, 'name': '8 Series', 'make': {'id': 3, 'name': 'BMW'}}}"
55,55,gas,premium unleaded (recommended),I6,3.0,335,5000.0,368.0,1600.0,24.0,Variable,Double overhead cam (DOHC),rear wheel drive,8-speed shiftable automatic,"{'id': 55, 'make_model_id': 12, 'year': 2023, 'name': '840i', 'description': '840i 2dr Coupe (3.0L 6cyl Turbo 8A)', 'msrp': 87500, 'invoice': 81875, 'created': '2022-08-30T22:19:55-04:00', 'modified': '2022-08-30T22:19:55-04:00', 'make_model': {'id': 12, 'make_id': 3, 'name': '8 Series', 'make': {'id': 3, 'name': 'BMW'}}}"
56,56,gas,premium unleaded (recommended),I6,3.0,335,5000.0,368.0,1600.0,24.0,Variable,Double overhead cam (DOHC),rear wheel drive,8-speed shiftable automatic,"{'id': 56, 'make_model_id': 12, 'year': 2023, 'name': '840i', 'description': '840i 2dr Convertible (3.0L 6cyl Turbo 8A)', 'msrp': 97100, 'invoice': 90805, 'created': '2022-08-30T22:19:55-04:00', 'modified': '2022-08-30T22:19:55-04:00', 'make_model': {'id': 12, 'make_id': 3, 'name': '8 Series', 'make': {'id': 3, 'name': 'BMW'}}}"
57,57,gas,premium unleaded (recommended),I6,3.0,335,5000.0,368.0,1600.0,24.0,Variable,Double overhead cam (DOHC),all wheel drive,8-speed shiftable automatic,"{'id': 57, 'make_model_id': 12, 'year': 2023, 'name': '840i xDrive', 'description': '840i xDrive 2dr Coupe AWD (3.0L 6cyl Turbo 8A)', 'msrp': 90400, 'invoice': 84570, 'created': '2022-08-30T22:19:55-04:00', 'modified': '2022-08-30T22:19:55-04:00', 'make_model': {'id': 12, 'make_id': 3, 'name': '8 Series', 'make': {'id': 3, 'name': 'BMW'}}}"
58,58,gas,premium unleaded (required),V8,4.4,523,5500.0,553.0,1800.0,32.0,Variable,Double overhead cam (DOHC),all wheel drive,8-speed shiftable automatic,"{'id': 58, 'make_model_id': 12, 'year': 2023, 'name': 'M850i xDrive', 'description': 'M850i xDrive 2dr Convertible AWD (4.4L 8cyl Turbo 8A)', 'msrp': 112100, 'invoice': 104755, 'created': '2022-08-30T22:19:55-04:00', 'modified': '2022-08-30T22:19:55-04:00', 'make_model': {'id': 12, 'make_id': 3, 'name': '8 Series', 'make': {'id': 3, 'name': 'BMW'}}}"
59,59,gas,premium unleaded (required),V8,4.4,523,5500.0,553.0,1800.0,32.0,Variable,Double overhead cam (DOHC),all wheel drive,8-speed shiftable automatic,"{'id': 59, 'make_model_id': 12, 'year': 2023, 'name': 'M850i xDrive', 'description': 'M850i xDrive 2dr Coupe AWD (4.4L 8cyl Turbo 8A)', 'msrp': 102500, 'invoice': 95825, 'created': '2022-08-30T22:19:55-04:00', 'modified': '2022-08-30T22:19:55-04:00', 'make_model': {'id': 12, 'make_id': 3, 'name': '8 Series', 'make': {'id': 3, 'name': 'BMW'}}}"
60,60,gas,premium unleaded (required),V8,4.4,617,6000.0,553.0,1800.0,32.0,Variable,Double overhead cam (DOHC),all wheel drive,8-speed shiftable automatic,"{'id': 60, 'make_model_id': 12, 'year': 2023, 'name': 'M8 Competition', 'description': 'M8 Competition 2dr Coupe AWD (4.4L 8cyl Turbo 8A)', 'msrp': 130000, 'invoice': 121400, 'created': '2022-08-30T22:19:55-04:00', 'modified': '2022-08-30T22:19:55-04:00', 'make_model': {'id': 12, 'make_id': 3, 'name': '8 Series', 'make': {'id': 3, 'name': 'BMW'}}}"
61,61,gas,premium unleaded (required),V8,4.4,617,6000.0,553.0,1800.0,32.0,Variable,Double overhead cam (DOHC),all wheel drive,8-speed shiftable automatic,"{'id': 61, 'make_model_id': 12, 'year': 2023, 'name': 'M8 Competition', 'description': 'M8 Competition 2dr Convertible AWD (4.4L 8cyl Turbo 8A)', 'msrp': 139500, 'invoice': 130235, 'created': '2022-08-30T22:19:55-04:00', 'modified': '2022-08-30T22:19:55-04:00', 'make_model': {'id': 12, 'make_id': 3, 'name': '8 Series', 'make': {'id': 3, 'name': 'BMW'}}}"
62,62,gas,premium unleaded (required),V8,4.4,523,5500.0,553.0,1800.0,32.0,Variable,Double overhead cam (DOHC),all wheel drive,8-speed shiftable automatic,"{'id': 62, 'make_model_id': 13, 'year': 2023, 'name': 'M850i xDrive', 'description': 'M850i xDrive 4dr Sedan AWD (4.4L 8cyl Turbo 8A)', 'msrp': 102500, 'invoice': 95825, 'created': '2022-08-30T22:19:55-04:00', 'modified': '2022-08-30T22:19:55-04:00', 'make_model': {'id': 13, 'make_id': 3, 'name': '8 Series Gran Coupe', 'make': {'id': 3, 'name': 'BMW'}}}"
63,63,gas,premium unleaded (recommended),I6,3.0,335,5000.0,368.0,1600.0,24.0,Variable,Double overhead cam (DOHC),all wheel drive,8-speed shiftable automatic,"{'id': 63, 'make_model_id': 13, 'year': 2023, 'name': '840i xDrive', 'description': '840i xDrive 4dr Sedan AWD (3.0L 6cyl Turbo 8A)', 'msrp': 90400, 'invoice': 84570, 'created': '2022-08-30T22:19:55-04:00', 'modified': '2022-08-30T22:19:55-04:00', 'make_model': {'id': 13, 'make_id': 3, 'name': '8 Series Gran Coupe', 'make': {'id': 3, 'name': 'BMW'}}}"
64,64,gas,premium unleaded (recommended),I6,3.0,335,5000.0,368.0,1600.0,24.0,Variable,Double overhead cam (DOHC),rear wheel drive,8-speed shiftable automatic,"{'id': 64, 'make_model_id': 13, 'year': 2023, 'name': '840i', 'description': '840i 4dr Sedan (3.0L 6cyl Turbo 8A)', 'msrp': 87500, 'invoice': 81875, 'created': '2022-08-30T22:19:55-04:00', 'modified': '2022-08-30T22:19:55-04:00', 'make_model': {'id': 13, 'make_id': 3, 'name': '8 Series Gran Coupe', 'make': {'id': 3, 'name': 'BMW'}}}"
65,65,gas,premium unleaded (required),V8,4.4,617,6000.0,553.0,1800.0,32.0,Variable,Double overhead cam (DOHC),all wheel drive,8-speed shiftable automatic,"{'id': 65, 'make_model_id': 13, 'year': 2023, 'name': 'M8 Competition', 'description': 'M8 Competition 4dr Sedan AWD (4.4L 8cyl Turbo 8A)', 'msrp': 130000, 'invoice': 121400, 'created': '2022-08-30T22:19:55-04:00', 'modified': '2022-08-30T22:19:55-04:00', 'make_model': {'id': 13, 'make_id': 3, 'name': '8 Series Gran Coupe', 'make': {'id': 3, 'name': 'BMW'}}}"
66,66,gas,premium unleaded (required),V8,4.4,612,5500.0,590.0,2000.0,32.0,Variable,Double overhead cam (DOHC),all wheel drive,8-speed shiftable automatic,"{'id': 66, 'make_model_id': 14, 'year': 2023, 'name': 'Base', 'description': '4dr Sedan AWD (4.4L 8cyl Turbo 8A)', 'msrp': 139900, 'invoice': 130605, 'created': '2022-08-30T22:19:55-04:00', 'modified': '2022-08-30T22:19:55-04:00', 'make_model': {'id': 14, 'make_id': 3, 'name': 'ALPINA B8 Gran Coupe', 'make': {'id': 3, 'name': 'BMW'}}}"
67,67,electric,electric,,,610,,811.0,,,,,all wheel drive,1-speed direct drive,"{'id': 67, 'make_model_id': 15, 'year': 2023, 'name': 'M60', 'description': 'M60 4dr SUV AWD (electric DD)', 'msrp': 108900, 'invoice': 101775, 'created': '2022-08-30T22:19:55-04:00', 'modified': '2022-08-30T22:19:55-04:00', 'make_model': {'id': 15, 'make_id': 3, 'name': 'iX', 'make': {'id': 3, 'name': 'BMW'}}}"
68,68,gas,premium unleaded (recommended),I4,2.0,228,5000.0,258.0,1450.0,16.0,Variable,Double overhead cam (DOHC),front wheel drive,8-speed shiftable automatic,"{'id': 68, 'make_model_id': 16, 'year': 2023, 'name': 'sDrive28i', 'description': 'sDrive28i 4dr SUV (2.0L 4cyl Turbo 8A)', 'msrp': 36600, 'invoice': 34540, 'created': '2022-08-30T22:19:55-04:00', 'modified': '2022-08-30T22:19:55-04:00', 'make_model': {'id': 16, 'make_id': 3, 'name': 'X2', 'make': {'id': 3, 'name': 'BMW'}}}"
69,69,gas,premium unleaded (recommended),I4,2.0,228,5000.0,258.0,1450.0,16.0,Variable,Double overhead cam (DOHC),all wheel drive,8-speed shiftable automatic,"{'id': 69, 'make_model_id': 16, 'year': 2023, 'name': 'xDrive28i', 'description': 'xDrive28i 4dr SUV AWD (2.0L 4cyl Turbo 8A)', 'msrp': 38600, 'invoice': 36400, 'created': '2022-08-30T22:19:55-04:00', 'modified': '2022-08-30T22:19:55-04:00', 'make_model': {'id': 16, 'make_id': 3, 'name': 'X2', 'make': {'id': 3, 'name': 'BMW'}}}"
70,70,gas,regular unleaded,V6,3.6,310,6800.0,266.0,2800.0,24.0,Variable,Double overhead cam (DOHC),front wheel drive,9-speed shiftable automatic,"{'id': 70, 'make_model_id': 17, 'year': 2023, 'name': 'Essence', 'description': 'Essence 4dr SUV (3.6L 6cyl 9A)', 'msrp': 43000, 'invoice': 41022, 'created': '2022-08-30T22:19:55-04:00', 'modified': '2022-08-30T22:19:55-04:00', 'make_model': {'id': 17, 'make_id': 4, 'name': 'Enclave', 'make': {'id': 4, 'name': 'Buick'}}}"
71,71,gas,regular unleaded,V6,3.6,310,6800.0,266.0,2800.0,24.0,Variable,Double overhead cam (DOHC),all wheel drive,9-speed shiftable automatic,"{'id': 71, 'make_model_id': 17, 'year': 2023, 'name': 'Premium', 'description': 'Premium 4dr SUV AWD (3.6L 6cyl 9A)', 'msrp': 52000, 'invoice': 49608, 'created': '2022-08-30T22:19:55-04:00', 'modified': '2022-08-30T22:19:55-04:00', 'make_model': {'id': 17, 'make_id': 4, 'name': 'Enclave', 'make': {'id': 4, 'name': 'Buick'}}}"
72,72,gas,regular unleaded,V6,3.6,310,6800.0,266.0,2800.0,24.0,Variable,Double overhead cam (DOHC),all wheel drive,9-speed shiftable automatic,"{'id': 72, 'make_model_id': 17, 'year': 2023, 'name': 'Essence', 'description': 'Essence 4dr SUV AWD (3.6L 6cyl 9A)', 'msrp': 45000, 'invoice': 42930, 'created': '2022-08-30T22:19:55-04:00', 'modified': '2022-08-30T22:19:55-04:00', 'make_model': {'id': 17, 'make_id': 4, 'name': 'Enclave', 'make': {'id': 4, 'name': 'Buick'}}}"
73,73,gas,regular unleaded,V6,3.6,310,6800.0,266.0,2800.0,24.0,Variable,Double overhead cam (DOHC),front wheel drive,9-speed shiftable automatic,"{'id': 73, 'make_model_id': 17, 'year': 2023, 'name': 'Premium', 'description': 'Premium 4dr SUV (3.6L 6cyl 9A)', 'msrp': 50000, 'invoice': 47700, 'created': '2022-08-30T22:19:55-04:00', 'modified': '2022-08-30T22:19:55-04:00', 'make_model': {'id': 17, 'make_id': 4, 'name': 'Enclave', 'make': {'id': 4, 'name': 'Buick'}}}"
74,74,gas,regular unleaded,V6,3.6,310,6800.0,266.0,2800.0,24.0,Variable,Double overhead cam (DOHC),front wheel drive,9-speed shiftable automatic,"{'id': 74, 'make_model_id': 17, 'year': 2023, 'name': 'Avenir', 'description': 'Avenir 4dr SUV (3.6L 6cyl 9A)', 'msrp': 55300, 'invoice': 52756, 'created': '2022-08-30T22:19:55-04:00', 'modified': '2022-08-30T22:19:55-04:00', 'make_model': {'id': 17, 'make_id': 4, 'name': 'Enclave', 'make': {'id': 4, 'name': 'Buick'}}}"
75,75,gas,regular unleaded,V6,3.6,310,6800.0,266.0,2800.0,24.0,Variable,Double overhead cam (DOHC),all wheel drive,9-speed shiftable automatic,"{'id': 75, 'make_model_id': 17, 'year': 2023, 'name': 'Avenir', 'description': 'Avenir 4dr SUV AWD (3.6L 6cyl 9A)', 'msrp': 57300, 'invoice': 54664, 'created': '2022-08-30T22:19:55-04:00', 'modified': '2022-08-30T22:19:55-04:00', 'make_model': {'id': 17, 'make_id': 4, 'name': 'Enclave', 'make': {'id': 4, 'name': 'Buick'}}}"
76,76,gas,regular unleaded,I3,1.3,155,5600.0,174.0,1600.0,12.0,Variable,Double overhead cam (DOHC),all wheel drive,9-speed shiftable automatic,"{'id': 76, 'make_model_id': 18, 'year': 2023, 'name': 'Essence', 'description': 'Essence 4dr SUV AWD (1.3L 3cyl Turbo 9A)', 'msrp': 30600, 'invoice': 29498, 'created': '2022-08-30T22:19:55-04:00', 'modified': '2022-08-30T22:19:55-04:00', 'make_model': {'id': 18, 'make_id': 4, 'name': 'Encore GX', 'make': {'id': 4, 'name': 'Buick'}}}"
77,77,gas,regular unleaded,I3,1.3,155,5600.0,174.0,1600.0,12.0,Variable,Double overhead cam (DOHC),all wheel drive,9-speed shiftable automatic,"{'id': 77, 'make_model_id': 18, 'year': 2023, 'name': 'Select', 'description': 'Select 4dr SUV AWD (1.3L 3cyl Turbo 9A)', 'msrp': 27800, 'invoice': 26799, 'created': '2022-08-30T22:19:55-04:00', 'modified': '2022-08-30T22:19:55-04:00', 'make_model': {'id': 18, 'make_id': 4, 'name': 'Encore GX', 'make': {'id': 4, 'name': 'Buick'}}}"
78,78,gas,regular unleaded,I3,1.3,155,5600.0,174.0,1600.0,12.0,Variable,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic,"{'id': 78, 'make_model_id': 18, 'year': 2023, 'name': 'Essence', 'description': 'Essence 4dr SUV (1.3L 3cyl Turbo CVT)', 'msrp': 29000, 'invoice': 27956, 'created': '2022-08-30T22:19:55-04:00', 'modified': '2022-08-30T22:19:55-04:00', 'make_model': {'id': 18, 'make_id': 4, 'name': 'Encore GX', 'make': {'id': 4, 'name': 'Buick'}}}"
79,79,gas,regular unleaded,I3,1.2,137,5000.0,162.0,2500.0,12.0,Variable,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic,"{'id': 79, 'make_model_id': 18, 'year': 2023, 'name': 'Select', 'description': 'Select 4dr SUV (1.2L 3cyl Turbo CVT)', 'msrp': 25800, 'invoice': 24871, 'created': '2022-08-30T22:19:55-04:00', 'modified': '2022-08-30T22:19:55-04:00', 'make_model': {'id': 18, 'make_id': 4, 'name': 'Encore GX', 'make': {'id': 4, 'name': 'Buick'}}}"
80,80,gas,regular unleaded,I3,1.2,137,5000.0,162.0,2500.0,12.0,Variable,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic,"{'id': 80, 'make_model_id': 18, 'year': 2023, 'name': 'Preferred', 'description': 'Preferred 4dr SUV (1.2L 3cyl Turbo CVT)', 'msrp': 24400, 'invoice': 23522, 'created': '2022-08-30T22:19:55-04:00', 'modified': '2022-08-30T22:19:55-04:00', 'make_model': {'id': 18, 'make_id': 4, 'name': 'Encore GX', 'make': {'id': 4, 'name': 'Buick'}}}"
81,81,gas,regular unleaded,I3,1.3,155,5600.0,174.0,1600.0,12.0,Variable,Double overhead cam (DOHC),all wheel drive,9-speed shiftable automatic,"{'id': 81, 'make_model_id': 18, 'year': 2023, 'name': 'Preferred', 'description': 'Preferred 4dr SUV AWD (1.3L 3cyl Turbo 9A)', 'msrp': 26400, 'invoice': 25450, 'created': '2022-08-30T22:19:55-04:00', 'modified': '2022-08-30T22:19:55-04:00', 'make_model': {'id': 18, 'make_id': 4, 'name': 'Encore GX', 'make': {'id': 4, 'name': 'Buick'}}}"
82,82,gas,premium unleaded (recommended),I4,2.0,228,5000.0,258.0,1500.0,16.0,Variable,Double overhead cam (DOHC),front wheel drive,9-speed shiftable automatic,"{'id': 82, 'make_model_id': 19, 'year': 2023, 'name': 'Preferred', 'description': 'Preferred 4dr SUV (2.0L 4cyl Turbo 9A)', 'msrp': 31700, 'invoice': 30242, 'created': '2022-08-30T22:19:55-04:00', 'modified': '2022-08-30T22:19:55-04:00', 'make_model': {'id': 19, 'make_id': 4, 'name': 'Envision', 'make': {'id': 4, 'name': 'Buick'}}}"
83,83,gas,premium unleaded (recommended),I4,2.0,228,5000.0,258.0,1500.0,16.0,Variable,Double overhead cam (DOHC),front wheel drive,9-speed shiftable automatic,"{'id': 83, 'make_model_id': 19, 'year': 2023, 'name': 'Essence', 'description': 'Essence 4dr SUV (2.0L 4cyl Turbo 9A)', 'msrp': 35800, 'invoice': 34153, 'created': '2022-08-30T22:19:55-04:00', 'modified': '2022-08-30T22:19:55-04:00', 'make_model': {'id': 19, 'make_id': 4, 'name': 'Envision', 'make': {'id': 4, 'name': 'Buick'}}}"
84,84,gas,premium unleaded (recommended),I4,2.0,228,5000.0,258.0,1500.0,16.0,Variable,Double overhead cam (DOHC),front wheel drive,9-speed shiftable automatic,"{'id': 84, 'make_model_id': 19, 'year': 2023, 'name': 'Avenir', 'description': 'Avenir 4dr SUV (2.0L 4cyl Turbo 9A)', 'msrp': 43960, 'invoice': 41938, 'created': '2022-08-30T22:19:55-04:00', 'modified': '2022-08-30T22:19:55-04:00', 'make_model': {'id': 19, 'make_id': 4, 'name': 'Envision', 'make': {'id': 4, 'name': 'Buick'}}}"
85,85,gas,premium unleaded (recommended),I4,2.0,228,5000.0,258.0,1500.0,16.0,Variable,Double overhead cam (DOHC),all wheel drive,9-speed shiftable automatic,"{'id': 85, 'make_model_id': 19, 'year': 2023, 'name': 'Preferred', 'description': 'Preferred 4dr SUV AWD (2.0L 4cyl Turbo 9A)', 'msrp': 35350, 'invoice': 33724, 'created': '2022-08-30T22:19:55-04:00', 'modified': '2022-08-30T22:19:55-04:00', 'make_model': {'id': 19, 'make_id': 4, 'name': 'Envision', 'make': {'id': 4, 'name': 'Buick'}}}"
86,86,gas,premium unleaded (recommended),I4,2.0,228,5000.0,258.0,1500.0,16.0,Variable,Double overhead cam (DOHC),all wheel drive,9-speed shiftable automatic,"{'id': 86, 'make_model_id': 19, 'year': 2023, 'name': 'Essence', 'description': 'Essence 4dr SUV AWD (2.0L 4cyl Turbo 9A)', 'msrp': 37600, 'invoice': 35870, 'created': '2022-08-30T22:19:55-04:00', 'modified': '2022-08-30T22:19:55-04:00', 'make_model': {'id': 19, 'make_id': 4, 'name': 'Envision', 'make': {'id': 4, 'name': 'Buick'}}}"
87,87,gas,premium unleaded (recommended),I4,2.0,228,5000.0,258.0,1500.0,16.0,Variable,Double overhead cam (DOHC),all wheel drive,9-speed shiftable automatic,"{'id': 87, 'make_model_id': 19, 'year': 2023, 'name': 'Avenir', 'description': 'Avenir 4dr SUV AWD (2.0L 4cyl Turbo 9A)', 'msrp': 45760, 'invoice': 43655, 'created': '2022-08-30T22:19:55-04:00', 'modified': '2022-08-30T22:19:55-04:00', 'make_model': {'id': 19, 'make_id': 4, 'name': 'Envision', 'make': {'id': 4, 'name': 'Buick'}}}"
88,88,gas,premium unleaded (recommended),I4,2.0,237,5000.0,258.0,1500.0,16.0,Variable,Double overhead cam (DOHC),rear wheel drive,8-speed shiftable automatic,"{'id': 88, 'make_model_id': 20, 'year': 2023, 'name': 'Sport', 'description': 'Sport 4dr Sedan (2.0L 4cyl Turbo 8A)', 'msrp': 40495, 'invoice': 38470, 'created': '2022-08-30T22:19:55-04:00', 'modified': '2022-08-30T22:19:55-04:00', 'make_model': {'id': 20, 'make_id': 5, 'name': 'CT4', 'make': {'id': 5, 'name': 'Cadillac'}}}"
89,89,gas,premium unleaded (recommended),I4,2.7,325,5500.0,380.0,2000.0,16.0,Variable,Double overhead cam (DOHC),rear wheel drive,10-speed shiftable automatic,"{'id': 89, 'make_model_id': 20, 'year': 2023, 'name': 'V', 'description': 'V 4dr Sedan (2.7L 4cyl Turbo 10A)', 'msrp': 46595, 'invoice': 44265, 'created': '2022-08-30T22:19:55-04:00', 'modified': '2022-08-30T22:19:55-04:00', 'make_model': {'id': 20, 'make_id': 5, 'name': 'CT4', 'make': {'id': 5, 'name': 'Cadillac'}}}"
90,90,gas,premium unleaded (recommended),I4,2.0,237,5000.0,258.0,1500.0,16.0,Variable,Double overhead cam (DOHC),rear wheel drive,8-speed shiftable automatic,"{'id': 90, 'make_model_id': 20, 'year': 2023, 'name': 'Luxury', 'description': 'Luxury 4dr Sedan (2.0L 4cyl Turbo 8A)', 'msrp': 34395, 'invoice': 32675, 'created': '2022-08-30T22:19:55-04:00', 'modified': '2022-08-30T22:19:55-04:00', 'make_model': {'id': 20, 'make_id': 5, 'name': 'CT4', 'make': {'id': 5, 'name': 'Cadillac'}}}"
91,91,gas,premium unleaded (recommended),I4,2.0,237,5000.0,258.0,1500.0,16.0,Variable,Double overhead cam (DOHC),rear wheel drive,8-speed shiftable automatic,"{'id': 91, 'make_model_id': 20, 'year': 2023, 'name': 'Premium Luxury', 'description': 'Premium Luxury 4dr Sedan (2.0L 4cyl Turbo 8A)', 'msrp': 39295, 'invoice': 37330, 'created': '2022-08-30T22:19:55-04:00', 'modified': '2022-08-30T22:19:55-04:00', 'make_model': {'id': 20, 'make_id': 5, 'name': 'CT4', 'make': {'id': 5, 'name': 'Cadillac'}}}"
